name,duration,release_date,album_name,explicit,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,primary_emotion,emotion_confidence,happy_score,sad_score,energetic_score,relaxed_score,melancholic_score,triumphant_score,ethereal_score
Colour Spectrum,60.106,2015-12-04,A Head Full of Dreams,False,53,0.852,0.348,0.166,0.915,0.137,-20.349,0.0376,123.58,4,0.0337,sad,0.8769966666666666,0.12300333333333333,0.8769966666666666,0.2983033333333333,0.5647899999999999,0.7269966666666666,0.18584666666666666,0.7694599999999999
Up&Up,405.32,2015-12-04,A Head Full of Dreams,False,72,0.0488,0.479,0.717,0.000333,0.102,-5.459,0.0605,163.989,4,0.253,energetic,0.73043,0.4535575,0.5464425,0.73043,0.23212750000000001,0.5266425,0.561315,0.1587
A Head Full of Dreams,223.773,2015-12-04,A Head Full of Dreams Tour Edition,False,18,0.0021,0.449,0.92,0.0167,0.334,-4.982,0.0737,122.984,4,0.0772,melancholic,0.7271933333333332,0.37480666666666673,0.6251933333333333,0.6776666666666666,0.19798000000000002,0.7271933333333332,0.5038533333333334,0.10961
Birds,229.093,2015-12-04,A Head Full of Dreams Tour Edition,False,16,0.000315,0.559,0.841,0.437,0.0816,-5.584,0.0332,105.009,4,0.147,melancholic,0.6765924999999998,0.37800749999999994,0.6219924999999998,0.58523,0.29637749999999996,0.6765924999999998,0.47021500000000005,0.1184575
Hymn for the Weekend,258.266,2015-12-04,A Head Full of Dreams Tour Edition,False,26,0.211,0.491,0.693,6.92e-06,0.325,-6.487,0.0377,90.027,4,0.412,sad,0.5198775000000001,0.48012249999999995,0.5198775000000001,0.48779,0.4608325,0.4856775000000001,0.492045,0.2152
Everglow,282.693,2015-12-04,A Head Full of Dreams Tour Edition,False,19,0.456,0.534,0.445,0.0684,0.112,-9.155,0.0292,146.107,4,0.136,sad,0.7131441666666666,0.28685583333333337,0.7131441666666666,0.5231233333333334,0.38943249999999996,0.5631441666666666,0.3759116666666667,0.46729999999999994
Adventure of a Lifetime,263.786,2015-12-04,A Head Full of Dreams Tour Edition,False,23,0.00205,0.638,0.924,0.000175,0.149,-3.887,0.036,111.995,4,0.53,energetic,0.6883166666666668,0.6385291666666666,0.3614708333333333,0.6883166666666668,0.3140125,0.46587083333333335,0.6682583333333334,0.029824999999999994
Fun (feat. Tove Lo),267.533,2015-12-04,A Head Full of Dreams Tour Edition,False,16,0.271,0.485,0.735,7.49e-06,0.0853,-5.125,0.0354,134.021,4,0.216,energetic,0.6358366666666665,0.4117841666666666,0.5882158333333333,0.6358366666666665,0.29064750000000006,0.5792158333333333,0.5037683333333333,0.27180000000000004
Kaleidoscope,111.853,2015-12-04,A Head Full of Dreams Tour Edition,False,13,0.964,0.288,0.285,0.897,0.406,-18.193,0.0355,127.122,4,0.148,sad,0.769765,0.230235,0.769765,0.38104,0.519295,0.619765,0.28507,0.7669
Army of One,376.826,2015-12-04,A Head Full of Dreams Tour Edition,False,15,0.275,0.387,0.659,6.44e-05,0.0861,-6.492,0.0434,146.048,4,0.287,energetic,0.6450266666666666,0.4416066666666667,0.5583933333333333,0.6450266666666666,0.31278,0.5037933333333333,0.5218133333333334,0.28240000000000004
Amazing Day,271.106,2015-12-04,A Head Full of Dreams Tour Edition,False,15,0.017,0.451,0.636,0.435,0.141,-5.796,0.0274,97.041,3,0.289,sad,0.6049325000000001,0.39506749999999996,0.6049325000000001,0.47037,0.44719749999999997,0.5365325000000001,0.431735,0.15990000000000001
Colour Spectrum,60.106,2015-12-04,A Head Full of Dreams Tour Edition,False,13,0.852,0.348,0.166,0.915,0.137,-20.349,0.0376,123.58,4,0.0337,sad,0.8769966666666666,0.12300333333333333,0.8769966666666666,0.2983033333333333,0.5647899999999999,0.7269966666666666,0.18584666666666666,0.7694599999999999
Up&Up,405.32,2015-12-04,A Head Full of Dreams Tour Edition,False,17,0.0488,0.479,0.717,0.000333,0.102,-5.459,0.0605,163.989,4,0.253,energetic,0.73043,0.4535575,0.5464425,0.73043,0.23212750000000001,0.5266425,0.561315,0.1587
Adventure of a Lifetime - Matoma Remix,250.714,2015-12-04,A Head Full of Dreams Tour Edition,False,19,0.00381,0.651,0.771,1.71e-05,0.238,-6.541,0.0313,112.015,4,0.456,energetic,0.6044833333333334,0.5482458333333333,0.4517541666666667,0.6044833333333334,0.3756625,0.4643541666666667,0.5774916666666667,0.079405
Hymn for the Weekend - Seeb Remix,212.647,2015-12-04,A Head Full of Dreams Tour Edition,False,40,0.00868,0.564,0.849,4.68e-06,0.12,-3.516,0.0517,102.028,4,0.427,energetic,0.6072933333333334,0.5459233333333332,0.45407666666666663,0.6072933333333334,0.35583,0.5134766666666666,0.5804466666666667,0.06424
Up&Up - Freedo Remix,210.294,2015-12-04,A Head Full of Dreams Tour Edition,False,16,0.103,0.806,0.657,0.00283,0.126,-5.947,0.0688,97.986,4,0.289,sad,0.5978450000000001,0.40215499999999993,0.5978450000000001,0.48402000000000006,0.43433499999999997,0.5420450000000001,0.44171000000000005,0.1966
"Magic - Live at the Enmore Theatre, Sydney; 2016 Remaster",300.306,2015-12-04,A Head Full of Dreams Tour Edition,False,14,0.235,0.557,0.542,0.141,0.715,-8.945,0.0439,93.312,4,0.301,sad,0.62904,0.37095999999999996,0.62904,0.41214,0.50592,0.50424,0.39272000000000007,0.2947
"Clocks - Live at the Enmore Theatre, Sydney",260.666,2015-12-04,A Head Full of Dreams Tour Edition,False,15,0.0539,0.493,0.864,0.19,0.668,-4.613,0.0399,130.983,4,0.231,energetic,0.69171,0.4569525,0.5430475,0.69171,0.23674249999999997,0.6114475,0.556305,0.12155000000000002
"Viva La Vida - Live at the Enmore Theatre, Sydney",251.72,2015-12-04,A Head Full of Dreams Tour Edition,False,17,0.0139,0.443,0.942,3.58e-06,0.886,-4.136,0.11,137.986,4,0.309,energetic,0.7618533333333334,0.5329883333333333,0.4670116666666667,0.7618533333333334,0.19583500000000004,0.5822116666666667,0.6303766666666667,0.06255000000000002
"Oceans - Live at the Enmore Theatre, Sydney",240.053,2015-12-04,A Head Full of Dreams Tour Edition,False,12,0.837,0.384,0.414,0.0209,0.147,-9.223,0.0293,74.978,4,0.177,sad,0.7571183333333333,0.24288166666666666,0.7571183333333333,0.27462666666666663,0.590955,0.6071183333333333,0.26136333333333334,0.6589
"A Sky Full of Stars - Live at the Enmore Theatre, Sydney",347.706,2015-12-04,A Head Full of Dreams Tour Edition,False,16,0.0603,0.236,0.825,0.000713,0.41,-5.273,0.0578,124.938,4,0.189,energetic,0.64786,0.415015,0.5849849999999999,0.64786,0.26295500000000005,0.6299849999999999,0.51383,0.14485000000000003
"Always in My Head - Live at the Royal Albert Hall, London",237.266,2014-11-21,Ghost Stories Live 2014,False,45,0.0159,0.476,0.698,0.569,0.994,-8.451,0.0332,97.497,3,0.157,sad,0.6651524999999999,0.33484749999999996,0.6651524999999999,0.48968999999999996,0.3886575,0.6339524999999999,0.40449500000000005,0.16715000000000002
"Magic - Live at the Enmore Theatre, Sydney",292.146,2014-11-21,Ghost Stories Live 2014,False,49,0.18,0.5,0.502,0.0887,0.729,-11.775,0.0424,93.361,4,0.362,sad,0.6043991666666667,0.3956008333333333,0.6043991666666667,0.39840333333333333,0.5379975,0.4555991666666666,0.4012016666666667,0.267
"Ink - Live at Le Casino De Paris, Paris",249.36,2014-11-21,Ghost Stories Live 2014,False,45,0.00645,0.584,0.735,0.433,0.958,-7.147,0.0395,112.025,4,0.345,energetic,0.5754166666666667,0.4708541666666667,0.5291458333333333,0.5754166666666667,0.37143750000000003,0.5201458333333333,0.5187083333333333,0.11372500000000002
"True Love - Live at the Enmore Theatre, Sydney",260.026,2014-11-21,Ghost Stories Live 2014,False,42,0.00195,0.463,0.758,0.0332,0.921,-7.939,0.0369,120.03,4,0.184,melancholic,0.616975,0.387825,0.612175,0.5974999999999999,0.30772499999999997,0.616975,0.47685,0.136775
"Midnight - Live at the Royal Albert Hall, London",288.666,2014-11-21,Ghost Stories Live 2014,False,42,0.188,0.459,0.574,0.705,0.958,-10.416,0.0334,126.987,4,0.0874,sad,0.7195374999999999,0.2804625,0.7195374999999999,0.5190299999999999,0.3630125,0.6139374999999999,0.376205,0.30432
"Another's Arms - Live at the Beacon Theatre, New York",235.88,2014-11-21,Ghost Stories Live 2014,False,41,0.00231,0.509,0.722,0.0469,0.981,-8.088,0.0306,80.008,4,0.497,happy,0.5314733333333332,0.5314733333333332,0.46852666666666665,0.47739333333333334,0.48838,0.45172666666666667,0.5209466666666667,0.08515500000000001
"Oceans - Live at E-Werk, Cologne",268.786,2014-11-21,Ghost Stories Live 2014,False,40,0.875,0.363,0.426,0.177,0.15,-11.428,0.0312,75.201,4,0.126,sad,0.7839325,0.2160675,0.7839325,0.27626999999999996,0.5741975,0.6339325,0.246135,0.6845
"A Sky Full of Stars - Live at the Royal Albert Hall, London",278.266,2014-11-21,Ghost Stories Live 2014,False,58,0.00416,0.467,0.765,5.93e-05,0.708,-7.846,0.0311,125.013,4,0.186,energetic,0.61781,0.39527749999999995,0.6047224999999999,0.61781,0.2921675,0.6137225,0.48875500000000005,0.13538
"O - Live at Royce Hall, Los Angeles",336.066,2014-11-21,Ghost Stories Live 2014,False,42,0.378,0.308,0.364,0.946,0.932,-12.183,0.0306,135.975,4,0.0688,sad,0.7862075,0.2137925,0.7862075,0.44212999999999997,0.4418225,0.6362075,0.299745,0.46604
Always in My Head,216.626,2014-05-19,Ghost Stories,False,68,0.0127,0.495,0.502,0.689,0.068,-9.307,0.0259,97.546,3,0.0394,sad,0.7944716666666666,0.2055283333333333,0.7944716666666666,0.38009333333333334,0.46301499999999995,0.6456716666666666,0.2791366666666667,0.24787
Magic,285.014,2014-05-19,Ghost Stories,False,76,0.0266,0.738,0.482,0.621,0.106,-8.917,0.0402,93.457,4,0.352,sad,0.6163191666666666,0.38368083333333325,0.6163191666666666,0.3877233333333333,0.5457575,0.4663191666666667,0.38936166666666666,0.19830000000000003
Ink,228.373,2014-05-19,Ghost Stories,False,64,0.0647,0.688,0.705,0.124,0.118,-7.311,0.0323,112.019,4,0.696,happy,0.6724491666666667,0.6724491666666667,0.32755083333333335,0.5954966666666667,0.4566525,0.3005508333333333,0.6470983333333333,0.16005
True Love,246.0,2014-05-19,Ghost Stories,False,60,0.00376,0.482,0.573,0.077,0.123,-7.966,0.028,119.991,4,0.184,sad,0.6677075,0.3322925,0.6677075,0.5048699999999999,0.4003225,0.5615075,0.40278499999999995,0.19318000000000002
Midnight,294.666,2014-05-19,Ghost Stories,False,67,0.615,0.548,0.475,0.808,0.0944,-12.42,0.0355,126.974,4,0.0349,sad,0.7807483333333332,0.21925166666666665,0.7807483333333332,0.4642366666666667,0.402045,0.6307483333333332,0.3155833333333333,0.55802
Another's Arms,234.413,2014-05-19,Ghost Stories,False,55,0.00715,0.516,0.572,0.254,0.139,-9.037,0.0291,160.023,4,0.351,energetic,0.65451,0.4655525,0.5344475000000001,0.65451,0.3341425,0.4276475,0.535905,0.161775
Oceans,321.68,2014-05-19,Ghost Stories,False,54,0.919,0.194,0.132,0.181,0.159,-15.783,0.0349,74.845,4,0.04,sad,0.9240291666666666,0.07597083333333333,0.9240291666666666,0.11948333333333333,0.7048875,0.7740291666666665,0.09354166666666666,0.8119
A Sky Full of Stars,267.866,2014-05-19,Ghost Stories,False,87,0.00617,0.545,0.675,0.00197,0.209,-6.474,0.0279,124.97,4,0.162,sad,0.6461583333333333,0.3538416666666667,0.6461583333333333,0.5702666666666667,0.33247499999999997,0.6011583333333332,0.4430833333333334,0.16818499999999997
O,323.48,2014-05-19,Ghost Stories,False,64,0.911,0.371,0.216,0.826,0.0934,-14.727,0.0358,136.998,4,0.0645,sad,0.832335,0.167665,0.832335,0.37111,0.512405,0.6823350000000001,0.24053000000000002,0.7778
Mylo Xyloto - Live,57.618,2012-11-19,Live 2012,False,42,0.328,0.0714,0.881,0.993,0.583,-7.189,0.182,177.309,3,0.0399,energetic,0.83552,0.3859975,0.6140024999999999,0.83552,0.07420750000000001,0.6926024999999999,0.563875,0.29172
Hurts Like Heaven - Live,256.333,2012-11-19,Live 2012,True,44,0.000429,0.398,0.918,0.0386,0.944,-6.944,0.0531,89.992,4,0.103,melancholic,0.7386066666666666,0.36219333333333326,0.6378066666666666,0.5692733333333333,0.28662,0.7386066666666666,0.4583866666666667,0.1042145
In My Place - Live 2012,235.306,2012-11-19,Live 2012,False,48,0.00033,0.349,0.729,0.022,0.981,-7.059,0.0372,144.785,4,0.233,energetic,0.6704166666666667,0.42915416666666667,0.5708458333333333,0.6704166666666667,0.27013750000000003,0.5582458333333333,0.5261083333333334,0.134865
Major Minus - Live,219.973,2012-11-19,Live 2012,True,41,0.00159,0.226,0.869,0.106,0.994,-7.091,0.0579,113.717,4,0.358,energetic,0.6493566666666666,0.5202641666666666,0.4797358333333333,0.6493566666666666,0.3028075,0.5511358333333334,0.5803283333333333,0.068495
Yellow - Live,411.973,2012-11-19,Live 2012,False,53,0.0643,0.253,0.689,0.00933,0.92,-7.82,0.0447,93.919,4,0.0848,sad,0.7141541666666666,0.2858458333333333,0.7141541666666666,0.4660433333333333,0.3876625,0.6775541666666666,0.36605166666666666,0.20849
God Put a Smile upon Your Face - Live,321.973,2012-11-19,Live 2012,True,42,0.00979,0.156,0.751,0.053,0.987,-6.848,0.0578,138.071,4,0.0616,melancholic,0.6732808333333333,0.32731916666666666,0.6726808333333333,0.6418966666666667,0.24164249999999998,0.6732808333333333,0.45515833333333333,0.167275
Princess of China - Live,228.96,2012-11-19,Live 2012,False,43,0.00883,0.391,0.904,0.11,0.985,-5.786,0.0889,85.027,4,0.43,energetic,0.5784233333333334,0.5500558333333333,0.4499441666666667,0.5784233333333334,0.3714325,0.5423441666666667,0.5753116666666668,0.04721499999999999
Up in Flames - Live,197.84,2012-11-19,Live 2012,False,40,0.201,0.546,0.53,0.128,0.767,-8.064,0.0435,76.023,4,0.479,relaxed,0.5907425,0.4597525,0.5402475,0.36631,0.5907425,0.4082475,0.430305,0.2457
Viva La Vida - Live,298.333,2012-11-19,Live 2012,False,58,0.0123,0.452,0.821,0.09,0.874,-6.828,0.0397,137.965,4,0.338,energetic,0.7041833333333334,0.5140708333333333,0.48592916666666663,0.7041833333333334,0.2621875,0.5285291666666666,0.5935416666666666,0.09225000000000001
Charlie Brown - Live,300.746,2012-11-19,Live 2012,False,48,0.0102,0.35,0.863,0.0201,0.445,-6.628,0.0623,137.92,4,0.138,energetic,0.7050333333333334,0.4066333333333333,0.5933666666666667,0.7050333333333334,0.20130000000000003,0.6611666666666667,0.5302666666666667,0.11860000000000001
Paradise - Live,332.08,2012-11-19,Live 2012,False,54,0.0255,0.332,0.801,0.082,0.753,-7.622,0.0522,139.791,4,0.372,energetic,0.70367,0.5299925,0.47000749999999997,0.70367,0.2744225,0.5006075,0.6021850000000001,0.09804999999999998
Us Against the World - Live,232.2,2012-11-19,Live 2012,False,42,0.571,0.154,0.623,4.12e-05,0.986,-8.428,0.0551,76.873,4,0.393,sad,0.5632391666666666,0.4367608333333333,0.5632391666666666,0.40704333333333337,0.5249174999999999,0.48703916666666663,0.43452166666666664,0.41999999999999993
Clocks - Live,284.96,2012-11-19,Live 2012,False,49,0.0572,0.451,0.908,0.418,0.381,-6.386,0.0625,131.011,4,0.29,energetic,0.7197033333333334,0.5055758333333333,0.49442416666666666,0.7197033333333334,0.2264725,0.5892241666666667,0.5975516666666667,0.0982
Fix You - Live,300.653,2012-11-19,Live 2012,False,55,0.00264,0.165,0.551,0.242,0.477,-7.62,0.0346,140.52,4,0.181,sad,0.6589999999999999,0.34099999999999997,0.6589999999999999,0.562,0.35939999999999994,0.5396,0.42700000000000005,0.19982
Every Teardrop Is a Waterfall - Live,324.306,2012-11-19,Live 2012,False,45,0.0124,0.25,0.971,0.000145,0.985,-7.516,0.154,118.206,4,0.264,energetic,0.70592,0.498205,0.501795,0.70592,0.22178500000000004,0.6343949999999999,0.59101,0.0621
Mylo Xyloto,42.106,2011-10-24,Mylo Xyloto,False,53,0.437,0.151,0.389,0.961,0.228,-12.798,0.038,100.707,1,0.223,sad,0.7155775,0.2844225,0.7155775,0.35248999999999997,0.5483325,0.5655775000000001,0.312645,0.4572
Hurts Like Heaven,242.253,2011-10-24,Mylo Xyloto,False,59,0.01,0.418,0.773,0.00418,0.269,-6.187,0.0305,89.961,4,0.273,melancholic,0.5931325000000001,0.42066749999999997,0.5793325,0.5136700000000001,0.3931975,0.5931325000000001,0.46833500000000006,0.1185
Paradise,278.719,2011-10-24,Mylo Xyloto,False,86,0.0509,0.449,0.585,8.75e-05,0.0833,-6.761,0.0268,139.631,4,0.212,sad,0.6309408333333333,0.36905916666666666,0.6309408333333333,0.5791366666666667,0.3508225,0.5319408333333333,0.45151833333333335,0.20755
Charlie Brown,285.159,2011-10-24,Mylo Xyloto,False,73,0.0212,0.43,0.74,0.00165,0.33,-7.072,0.0375,137.978,4,0.0948,sad,0.6561383333333333,0.3438616666666667,0.6561383333333333,0.6394066666666668,0.254015,0.6501383333333333,0.4638833333333333,0.16964
Us Against the World,239.767,2011-10-24,Mylo Xyloto,False,60,0.845,0.507,0.304,1.03e-05,0.0741,-11.096,0.0278,112.371,3,0.195,sad,0.7481575,0.25184249999999997,0.7481575,0.34607000000000004,0.5560725000000001,0.5981574999999999,0.286885,0.6922999999999999
M.M.I.X.,48.466,2011-10-24,Mylo Xyloto,False,47,0.939,0.174,0.0613,0.867,0.095,-29.286,0.0538,126.857,3,0.154,sad,0.8334958333333333,0.16650416666666668,0.8334958333333333,0.2689066666666667,0.6330075000000001,0.6834958333333333,0.19754833333333333,0.82031
Every Teardrop Is a Waterfall,240.796,2011-10-24,Mylo Xyloto,False,74,0.00194,0.425,0.732,0.0103,0.171,-6.883,0.0396,117.98,4,0.333,energetic,0.5925666666666667,0.46771666666666667,0.5322833333333333,0.5925666666666667,0.35564999999999997,0.5214833333333333,0.5226333333333334,0.11477
Major Minus,210.324,2011-10-24,Mylo Xyloto,False,50,0.000236,0.445,0.669,0.796,0.606,-5.232,0.0325,115.416,4,0.398,energetic,0.5590200000000001,0.48568,0.51432,0.5590200000000001,0.40656,0.46572,0.5191600000000001,0.11981799999999998
U.F.O.,137.819,2011-10-24,Mylo Xyloto,False,50,0.731,0.216,0.395,0.0167,0.338,-11.791,0.0361,83.697,3,0.206,sad,0.7381525,0.2618475,0.7381525,0.29709,0.5844575,0.5881525000000001,0.279895,0.6057999999999999
Princess of China,239.215,2011-10-24,Mylo Xyloto,False,72,0.00385,0.42,0.69,0.015,0.287,-6.221,0.0347,85.014,4,0.237,sad,0.6299549999999999,0.37004499999999996,0.6299549999999999,0.45208,0.439865,0.5939549999999999,0.41248999999999997,0.14752500000000002
Up in Flames,193.24,2011-10-24,Mylo Xyloto,False,52,0.235,0.641,0.244,0.0337,0.104,-11.051,0.0301,76.006,4,0.337,sad,0.7112616666666667,0.2887383333333334,0.7112616666666667,0.20905333333333334,0.705385,0.5612616666666667,0.2590766666666667,0.3769
A Hopeful Transmission,33.0,2011-10-24,Mylo Xyloto,False,47,0.103,0.441,0.26,0.878,0.816,-20.424,0.0352,116.949,4,0.574,relaxed,0.6424275,0.4698575,0.5301425000000001,0.37723,0.6424275,0.3801425,0.428515,0.2883
Don't Let It Break Your Heart,234.106,2011-10-24,Mylo Xyloto,False,53,0.000561,0.41,0.751,0.0571,0.169,-7.903,0.0465,140.047,4,0.151,energetic,0.6574233333333334,0.38260583333333337,0.6173941666666666,0.6574233333333334,0.2545825,0.6179941666666666,0.4942116666666667,0.1447805
Up with the Birds,225.653,2011-10-24,Mylo Xyloto,False,51,0.714,0.365,0.483,0.00463,0.363,-7.876,0.035,120.039,4,0.107,sad,0.7408675,0.2591325,0.7408675,0.45233,0.4298025,0.5908674999999999,0.33606500000000006,0.5907
"Charlie Brown - Live from Glastonbury, 2011",288.013,2011-10-19,Mylo Xyloto,False,8,0.0121,0.409,0.806,0.0784,0.973,-6.786,0.0412,137.953,4,0.277,energetic,0.6905433333333335,0.4729608333333334,0.5270391666666666,0.6905433333333335,0.25751749999999995,0.5606391666666666,0.5631216666666667,0.10884999999999997
"Life Is for Living - Live from Glastonbury, 2011",149.546,2011-10-19,Mylo Xyloto,False,7,0.0148,0.245,0.518,0.00449,0.743,-6.955,0.0317,79.98,4,0.295,sad,0.65095,0.34905,0.65095,0.35509999999999997,0.5500499999999999,0.51175,0.35850000000000004,0.19299999999999998
"Every Teardrop Is a Waterfall - Live from Glastonbury, 2011",278.112,2011-10-19,Mylo Xyloto,False,7,0.00724,0.311,0.861,0.0061,0.877,-5.609,0.0645,118.053,4,0.2,energetic,0.64401,0.4266775,0.5733225,0.64401,0.26436750000000003,0.6399225,0.521155,0.10532
"Glass of Water - Live in Sydney, 2009",284.24,2009-05-15,LeftRightLeftRightLeft (Live),False,35,0.0799,0.151,0.713,0.0256,0.968,-7.686,0.0354,155.21,4,0.128,energetic,0.6866666666666668,0.37004166666666666,0.6299583333333333,0.6866666666666668,0.231075,0.6077583333333333,0.49508333333333343,0.20045000000000002
"42 - Live in Madrid, 2008",292.0,2009-05-15,LeftRightLeftRightLeft (Live),False,34,0.0256,0.26,0.722,0.000345,0.977,-7.881,0.0378,141.594,4,0.107,sad,0.651205,0.34879499999999997,0.651205,0.64368,0.25641500000000006,0.6344049999999999,0.46759,0.1748
"Clocks - Live in Madrid, 2008",280.346,2009-05-15,LeftRightLeftRightLeft (Live),False,39,0.285,0.471,0.867,0.616,0.943,-6.832,0.0409,130.981,4,0.4,energetic,0.7101033333333333,0.5592508333333334,0.44074916666666664,0.7101033333333333,0.2690475,0.5109491666666667,0.6251016666666667,0.20239999999999997
"Strawberry Swing - Live in Madrid, 2008",256.44,2009-05-15,LeftRightLeftRightLeft (Live),False,36,0.00844,0.207,0.78,0.134,0.985,-7.115,0.0492,85.136,4,0.231,melancholic,0.6244533333333333,0.39354666666666666,0.6064533333333333,0.4968866666666667,0.39336,0.6244533333333333,0.44629333333333343,0.12401999999999999
"The Hardest Part / Postcards from Far Away - Live in Sydney, 2009",255.213,2009-05-15,LeftRightLeftRightLeft (Live),False,38,0.874,0.246,0.358,7.9e-05,0.602,-8.794,0.0311,89.737,4,0.157,sad,0.7736191666666665,0.22638083333333334,0.7736191666666665,0.2938233333333333,0.5780575,0.6236191666666666,0.2555616666666667,0.6981999999999999
"Viva La Vida - Live in Paris, 2008",324.133,2009-05-15,LeftRightLeftRightLeft (Live),False,40,0.0349,0.174,0.942,0.0395,0.794,-5.978,0.14,138.005,4,0.186,energetic,0.7496166666666666,0.45920416666666664,0.5407958333333334,0.7496166666666666,0.17118750000000005,0.6559958333333333,0.5812083333333333,0.09765000000000003
